"","NETS","OR_dMM","COEF_dMM","P_dMM","OR_PROX","COEF_PROX","P_PROX","BRA_OMN"
"1","126",1.74088764688621,-0.554395125036929,0.0639684053134192,1.54084272474596,-0.432329490614175,0.0827230943224475,0.344506652608139
"2","553",2.0275324756423,-0.706819524458582,0.00867762926098986,1.41140222792955,-0.344583698107897,0.144895678296445,0.71706738585051
