"","NETS","OR_dMM","COEF_dMM","P_dMM","OR_PROX","COEF_PROX","P_PROX","BRA_OMN"
"1","126",1.04587916533898,-0.0448578382612678,0.869180116980977,2.05663057210353,-0.721068999064486,0.0100792080565568,0.590178333108066
"2","553",1.12110627478848,-0.114315943154419,0.660733996733491,1.65199632479938,-0.501984450398603,0.0536316235071385,0.910913357279271
