"","NETS","OR_dMM","COEF_dMM","P_dMM","OR_PROX","COEF_PROX","P_PROX","BRA_OMN"
"1","126",1.68530946544675,-0.521949205959915,0.247762973050829,3.44666212658037,-1.23740626317157,0.00182701572156147,0.658177523138301
"2","553",1.64903536827783,-0.500190491666328,0.305080167470423,2.5226765465542,-0.925320459519703,0.0366717312348829,0.912537625081127
