"","NETS","OR_dMM","COEF_dMM","P_dMM","OR_PROX","COEF_PROX","P_PROX","BRA_OMN"
"1","126",1.57212395833138,-0.45242754479858,0.185436630864097,2.86746911506621,-1.05342979928029,0.00366315507005932,0.898652966538322
"2","553",2.88151266979188,-1.05831538882813,0.00314294419279667,2.17285643175083,-0.776042629947972,0.012539030870011,0.492967711848923
