"","NETS","OR_dMM","COEF_dMM","P_dMM","OR_PROX","COEF_PROX","P_PROX","BRA_OMN"
"1","126",3.44871781792698,-1.23800251498773,0.000326767110034086,4.48353458737136,-1.50041170574875,0.000177116858603199,0.21857801568623
"2","553",2.66372641239696,-0.979726049355148,0.00531820649068731,2.32607623997405,-0.844182830848236,0.0136975017428516,0.544327347062639
