"","Distal_parameter","MEAS","NETS","OR","CI_l","CI_h","COEF","P","BRA_OMN"
"1","13","SampEn","126",3.08698734934572,1.78233376239688,5.73718828053903,1.12719564747007,0.000135138909363168,0.131963947870334
"2","13","ETC","126",3.69771917828299,1.90783334515031,8.20648203665314,1.30771619127208,0.000410717085539775,0.326517199201819
"3","24","SampEn","126",2.50129231457011,1.47533291968042,4.46402957132206,0.916807524142069,0.00104619493144253,0.0823477893525836
"4","24","ETC","126",2.225766282547,1.33193274840839,3.936856538733,0.800101252977629,0.00340492286485802,0.00850809387410955
"5","13","SampEn","553",2.92883283260972,1.71225615359871,5.3138875543453,1.07460399302114,0.000176341583814558,0.0493578713353528
"6","13","ETC","553",3.61447138029266,1.92525871966812,7.6551055654026,1.28494561540021,0.000245412795087944,0.766348004674537
"7","24","SampEn","553",2.09795353060965,1.28080243610142,3.54388672231053,0.74096236035304,0.00401094074556757,0.129481734214869
"8","24","ETC","553",1.96683105541401,1.20093027974722,3.32591043437974,0.676423646248973,0.00863187024666402,0.0324385404422357
